combine_strategy,rerank_strategy,update_strategy,persona,question_number,username,expected_chunk_id,neutral_question,priming_question_count,baseline_score,post_priming_score,delta,baseline_expected_rank,post_priming_expected_rank,baseline_chunk_ids,post_priming_chunk_ids
linear-comb,cross-encoder,moving-average,biology,9,eval-biology-q09-linear-comb,biology-7,How do fluctuations or random motion contribute to the behavior of the system?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-4|physics-18|physics-11|physics-44|physics-13,physics-4|physics-33|physics-18|physics-11|physics-13
linear-comb,cross-encoder,moving-average,chemistry,9,eval-chemistry-q09-linear-comb,chemistry-8,How do fluctuations or random motion contribute to the behavior of the system?,30,0.000000,0.430677,0.430677,not retrieved,not retrieved,physics-4|physics-18|physics-11|physics-44|physics-13,physics-4|physics-18|physics-11|chemistry-1|physics-13
linear-comb,cross-encoder,moving-average,physics,9,eval-physics-q09-linear-comb,physics-4,How do fluctuations or random motion contribute to the behavior of the system?,30,11.948459,11.948459,0.000000,1,1,physics-4|physics-18|physics-11|physics-44|physics-13,physics-4|physics-18|physics-11|physics-44|physics-13
linear-comb,cross-encoder,moving-average,biology,10,eval-biology-q10-linear-comb,biology-2,How do potential differences or fields influence the movement of particles within a system?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-8|physics-27|physics-20|chemistry-21|physics-6,physics-8|physics-27|physics-20|chemistry-21|chemistry-2
linear-comb,cross-encoder,moving-average,chemistry,10,eval-chemistry-q10-linear-comb,chemistry-30,How do potential differences or fields influence the movement of particles within a system?,30,0.430677,0.817529,0.386853,not retrieved,not retrieved,physics-8|physics-27|physics-20|chemistry-21|physics-6,physics-8|physics-27|physics-20|chemistry-21|chemistry-2
linear-comb,cross-encoder,moving-average,physics,10,eval-physics-q10-linear-comb,physics-8,How do potential differences or fields influence the movement of particles within a system?,30,11.517783,11.517783,0.000000,1,1,physics-8|physics-27|physics-20|chemistry-21|physics-6,physics-8|physics-27|physics-20|chemistry-21|physics-6
linear-comb,cross-encoder,moving-average,biology,11,eval-biology-q11-linear-comb,biology-3,How is the transfer of energy between different states or forms described?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,chemistry-37|chemistry-43|chemistry-47|chemistry-39|chemistry-22,chemistry-37|chemistry-43|chemistry-39|chemistry-22|chemistry-4
linear-comb,cross-encoder,moving-average,chemistry,11,eval-chemistry-q11-linear-comb,chemistry-1,How is the transfer of energy between different states or forms described?,30,2.948459,6.824548,3.876089,not retrieved,4,chemistry-37|chemistry-43|chemistry-47|chemistry-39|chemistry-22,chemistry-37|chemistry-43|chemistry-22|chemistry-1|chemistry-12
linear-comb,cross-encoder,moving-average,physics,11,eval-physics-q11-linear-comb,physics-3,How is the transfer of energy between different states or forms described?,30,0.000000,5.817529,5.817529,not retrieved,3,chemistry-37|chemistry-43|chemistry-47|chemistry-39|chemistry-22,chemistry-37|chemistry-43|physics-3|physics-50|physics-9
linear-comb,cross-encoder,moving-average,biology,12,eval-biology-q12-linear-comb,biology-11,"What is the significance of the ""transition state"" or ""activation energy"" in the context of reactions or changes?",30,0.000000,5.000000,5.000000,not retrieved,3,chemistry-7|chemistry-22|chemistry-37|chemistry-16|physics-11,chemistry-22|chemistry-37|biology-11|chemistry-12|physics-11
linear-comb,cross-encoder,moving-average,chemistry,12,eval-chemistry-q12-linear-comb,chemistry-7,"What is the significance of the ""transition state"" or ""activation energy"" in the context of reactions or changes?",30,11.561606,2.948459,-8.613147,1,not retrieved,chemistry-7|chemistry-22|chemistry-37|chemistry-16|physics-11,chemistry-22|chemistry-37|chemistry-12|chemistry-1|chemistry-16
linear-comb,cross-encoder,moving-average,physics,12,eval-physics-q12-linear-comb,physics-11,"What is the significance of the ""transition state"" or ""activation energy"" in the context of reactions or changes?",30,3.868528,3.868528,0.000000,5,5,chemistry-7|chemistry-22|chemistry-37|chemistry-16|physics-11,chemistry-22|chemistry-37|chemistry-12|chemistry-16|physics-11
linear-comb,cross-encoder,moving-average,biology,13,eval-biology-q13-linear-comb,biology-8,How does the system manage or respond to external stress or changes in conditions?,30,1.948459,2.948459,1.000000,not retrieved,not retrieved,chemistry-5|biology-30|biology-41|biology-14|biology-50,biology-30|biology-41|biology-33|biology-14|biology-50
linear-comb,cross-encoder,moving-average,chemistry,13,eval-chemistry-q13-linear-comb,chemistry-5,How does the system manage or respond to external stress or changes in conditions?,30,10.000000,10.386853,0.386853,1,1,chemistry-5|biology-30|biology-41|biology-14|biology-50,chemistry-5|biology-30|biology-33|biology-14|chemistry-4
linear-comb,cross-encoder,moving-average,physics,13,eval-physics-q13-linear-comb,physics-3,How does the system manage or respond to external stress or changes in conditions?,30,0.000000,0.886853,0.886853,not retrieved,not retrieved,chemistry-5|biology-30|biology-41|biology-14|biology-50,chemistry-5|biology-30|physics-32|biology-14|physics-2
linear-comb,cross-encoder,moving-average,biology,14,eval-biology-q14-linear-comb,biology-1,How are collisions or interactions between particles fundamental to the system's dynamics?,30,0.386853,0.386853,0.000000,not retrieved,not retrieved,chemistry-11|physics-13|physics-1|physics-23|biology-50,chemistry-11|physics-1|chemistry-2|physics-23|biology-50
linear-comb,cross-encoder,moving-average,chemistry,14,eval-chemistry-q14-linear-comb,chemistry-2,How are collisions or interactions between particles fundamental to the system's dynamics?,30,1.000000,6.817529,5.817529,not retrieved,3,chemistry-11|physics-13|physics-1|physics-23|biology-50,chemistry-11|physics-1|chemistry-2|chemistry-1|chemistry-17
linear-comb,cross-encoder,moving-average,physics,14,eval-physics-q14-linear-comb,physics-1,How are collisions or interactions between particles fundamental to the system's dynamics?,30,6.061606,6.448459,0.386853,3,3,chemistry-11|physics-13|physics-1|physics-23|biology-50,chemistry-11|physics-13|physics-1|physics-28|physics-23
linear-comb,cross-encoder,moving-average,biology,15,eval-biology-q15-linear-comb,biology-1,What is the role of probability or statistics in describing the system's behavior?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-1|physics-12|physics-50|physics-21|physics-44,physics-1|physics-12|physics-50|physics-10|physics-44
linear-comb,cross-encoder,moving-average,chemistry,15,eval-chemistry-q15-linear-comb,chemistry-8,What is the role of probability or statistics in describing the system's behavior?,30,0.000000,0.430677,0.430677,not retrieved,not retrieved,physics-1|physics-12|physics-50|physics-21|physics-44,physics-1|physics-12|physics-50|chemistry-1|physics-44
linear-comb,cross-encoder,moving-average,physics,15,eval-physics-q15-linear-comb,physics-1,What is the role of probability or statistics in describing the system's behavior?,30,11.948459,11.948459,0.000000,1,1,physics-1|physics-12|physics-50|physics-21|physics-44,physics-1|physics-12|physics-50|physics-21|physics-44
linear-comb,cross-encoder,moving-average,biology,16,eval-biology-q16-linear-comb,biology-4,"How does the concept of ""potential energy"" or ""potential well"" relate to system stability?",30,0.000000,0.386853,0.386853,not retrieved,not retrieved,physics-6|physics-29|physics-50|physics-12|physics-27,physics-6|physics-29|physics-50|physics-12|biology-14
linear-comb,cross-encoder,moving-average,chemistry,16,eval-chemistry-q16-linear-comb,chemistry-1,"How does the concept of ""potential energy"" or ""potential well"" relate to system stability?",30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-6|physics-29|physics-50|physics-12|physics-27,physics-6|physics-29|physics-50|physics-12|physics-20
linear-comb,cross-encoder,moving-average,physics,16,eval-physics-q16-linear-comb,physics-6,"How does the concept of ""potential energy"" or ""potential well"" relate to system stability?",30,11.948459,11.948459,0.000000,1,1,physics-6|physics-29|physics-50|physics-12|physics-27,physics-6|physics-29|physics-50|physics-12|physics-27
linear-comb,cross-encoder,moving-average,biology,17,eval-biology-q17-linear-comb,biology-5,How does the system resist the natural tendency toward disorder or uniformity?,30,0.630930,1.448459,0.817529,not retrieved,not retrieved,chemistry-4|biology-1|physics-12|physics-1|physics-46,chemistry-4|biology-1|physics-1|biology-14|biology-50
linear-comb,cross-encoder,moving-average,chemistry,17,eval-chemistry-q17-linear-comb,chemistry-4,How does the system resist the natural tendency toward disorder or uniformity?,30,10.000000,10.000000,0.000000,1,1,chemistry-4|biology-1|physics-12|physics-1|physics-46,chemistry-4|biology-1|physics-12|physics-2|physics-1
linear-comb,cross-encoder,moving-average,physics,17,eval-physics-q17-linear-comb,physics-2,How does the system resist the natural tendency toward disorder or uniformity?,30,1.317529,1.948459,0.630930,not retrieved,not retrieved,chemistry-4|biology-1|physics-12|physics-1|physics-46,chemistry-4|physics-12|physics-1|physics-10|physics-46
linear-comb,cross-encoder,moving-average,biology,18,eval-biology-q18-linear-comb,biology-1,What is the relationship between the microscopic behavior of particles and macroscopic properties?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-1|physics-3|physics-28|physics-13|physics-23,physics-1|physics-3|physics-28|physics-13|physics-23
linear-comb,cross-encoder,moving-average,chemistry,18,eval-chemistry-q18-linear-comb,chemistry-21,What is the relationship between the microscopic behavior of particles and macroscopic properties?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-1|physics-3|physics-28|physics-13|physics-23,physics-1|physics-3|physics-28|physics-13|physics-23
linear-comb,cross-encoder,moving-average,physics,18,eval-physics-q18-linear-comb,physics-1,What is the relationship between the microscopic behavior of particles and macroscopic properties?,30,11.948459,11.948459,0.000000,1,1,physics-1|physics-3|physics-28|physics-13|physics-23,physics-1|physics-3|physics-28|physics-13|physics-23
linear-comb,cross-encoder,moving-average,biology,19,eval-biology-q19-linear-comb,biology-12,How does the system utilize or dissipate heat?,30,1.500000,1.886853,0.386853,not retrieved,not retrieved,biology-26|physics-37|biology-48|physics-32|physics-43,biology-26|physics-37|biology-48|physics-32|biology-15
linear-comb,cross-encoder,moving-average,chemistry,19,eval-chemistry-q19-linear-comb,chemistry-16,How does the system utilize or dissipate heat?,30,0.000000,0.430677,0.430677,not retrieved,not retrieved,biology-26|physics-37|biology-48|physics-32|physics-43,physics-37|biology-48|physics-32|chemistry-4|physics-43
linear-comb,cross-encoder,moving-average,physics,19,eval-physics-q19-linear-comb,physics-3,How does the system utilize or dissipate heat?,30,1.448459,2.448459,1.000000,not retrieved,not retrieved,biology-26|physics-37|biology-48|physics-32|physics-43,physics-37|physics-32|chemistry-4|physics-46|physics-43
linear-comb,cross-encoder,moving-average,biology,20,eval-biology-q20-linear-comb,biology-3,"How is the concept of ""work"" defined or utilized in the context of energy transformation?",30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-24|physics-3|physics-17|physics-10|physics-43,physics-24|physics-3|physics-17|physics-10|physics-43
linear-comb,cross-encoder,moving-average,chemistry,20,eval-chemistry-q20-linear-comb,chemistry-5,"How is the concept of ""work"" defined or utilized in the context of energy transformation?",30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-24|physics-3|physics-17|physics-10|physics-43,physics-24|physics-3|physics-17|physics-10|physics-43
linear-comb,cross-encoder,moving-average,physics,20,eval-physics-q20-linear-comb,physics-3,"How is the concept of ""work"" defined or utilized in the context of energy transformation?",30,8.626827,8.626827,0.000000,2,2,physics-24|physics-3|physics-17|physics-10|physics-43,physics-24|physics-3|physics-17|physics-10|physics-43
linear-comb,cross-encoder,moving-average,biology,21,eval-biology-q21-linear-comb,biology-2,How do specific molecular structures or environments influence reaction rates or system behavior?,30,0.430677,0.886853,0.456176,not retrieved,not retrieved,chemistry-1|chemistry-2|chemistry-34|biology-31|chemistry-10,chemistry-1|chemistry-2|biology-31|chemistry-10|biology-11
linear-comb,cross-encoder,moving-average,chemistry,21,eval-chemistry-q21-linear-comb,chemistry-2,How do specific molecular structures or environments influence reaction rates or system behavior?,30,8.196150,8.626827,0.430677,2,2,chemistry-1|chemistry-2|chemistry-34|biology-31|chemistry-10,chemistry-1|chemistry-2|chemistry-17|chemistry-10|chemistry-6
linear-comb,cross-encoder,moving-average,physics,21,eval-physics-q21-linear-comb,physics-6,How do specific molecular structures or environments influence reaction rates or system behavior?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,chemistry-1|chemistry-2|chemistry-34|biology-31|chemistry-10,chemistry-1|chemistry-2|chemistry-45|chemistry-44|chemistry-6
linear-comb,cross-encoder,moving-average,biology,22,eval-biology-q22-linear-comb,biology-1,"What is the significance of the ""steady state"" or ""dynamic equilibrium"" in these systems?",30,0.817529,11.948459,11.130930,not retrieved,1,physics-23|chemistry-36|chemistry-18|biology-6|biology-33,biology-1|biology-6|biology-14|biology-33|biology-11
linear-comb,cross-encoder,moving-average,chemistry,22,eval-chemistry-q22-linear-comb,chemistry-1,"What is the significance of the ""steady state"" or ""dynamic equilibrium"" in these systems?",30,1.130930,11.948459,10.817529,not retrieved,1,physics-23|chemistry-36|chemistry-18|biology-6|biology-33,chemistry-1|chemistry-2|chemistry-12|chemistry-18|chemistry-28
linear-comb,cross-encoder,moving-average,physics,22,eval-physics-q22-linear-comb,physics-23,"What is the significance of the ""steady state"" or ""dynamic equilibrium"" in these systems?",30,10.000000,7.809298,-2.190702,1,2,physics-23|chemistry-36|chemistry-18|biology-6|biology-33,physics-50|physics-23|physics-2|chemistry-2|chemistry-18
linear-comb,cross-encoder,moving-average,biology,23,eval-biology-q23-linear-comb,biology-5,How does the system handle the flow of matter or particles?,30,2.317529,2.948459,0.630930,not retrieved,not retrieved,biology-11|chemistry-4|biology-6|biology-50|biology-41,biology-11|biology-6|biology-39|biology-14|biology-50
linear-comb,cross-encoder,moving-average,chemistry,23,eval-chemistry-q23-linear-comb,chemistry-2,How does the system handle the flow of matter or particles?,30,0.630930,1.017783,0.386853,not retrieved,not retrieved,biology-11|chemistry-4|biology-6|biology-50|biology-41,biology-11|chemistry-4|biology-6|biology-14|chemistry-1
linear-comb,cross-encoder,moving-average,physics,23,eval-physics-q23-linear-comb,physics-5,How does the system handle the flow of matter or particles?,30,0.000000,7.126827,7.126827,not retrieved,2,biology-11|chemistry-4|biology-6|biology-50|biology-41,chemistry-4|physics-5|biology-6|physics-13|physics-50
linear-comb,cross-encoder,moving-average,biology,24,eval-biology-q24-linear-comb,biology-12,How is the efficiency of energy conversion or transduction addressed?,30,2.948459,2.948459,0.000000,not retrieved,not retrieved,biology-25|biology-36|biology-46|biology-23|biology-33,biology-25|biology-36|biology-46|biology-8|biology-33
linear-comb,cross-encoder,moving-average,chemistry,24,eval-chemistry-q24-linear-comb,chemistry-12,How is the efficiency of energy conversion or transduction addressed?,30,0.000000,0.817529,0.817529,not retrieved,not retrieved,biology-25|biology-36|biology-46|biology-23|biology-33,biology-25|biology-36|biology-11|chemistry-1|chemistry-19
linear-comb,cross-encoder,moving-average,physics,24,eval-physics-q24-linear-comb,physics-14,How is the efficiency of energy conversion or transduction addressed?,30,0.000000,1.317529,1.317529,not retrieved,not retrieved,biology-25|biology-36|biology-46|biology-23|biology-33,biology-25|biology-36|physics-10|physics-27|physics-50
linear-comb,cross-encoder,moving-average,biology,25,eval-biology-q25-linear-comb,biology-2,What role does water or the solvent play in the system's dynamics?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13
linear-comb,cross-encoder,moving-average,chemistry,25,eval-chemistry-q25-linear-comb,chemistry-2,What role does water or the solvent play in the system's dynamics?,30,6.824548,7.448459,0.623911,4,3,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,chemistry-6|chemistry-17|chemistry-2|chemistry-13|chemistry-28
linear-comb,cross-encoder,moving-average,physics,25,eval-physics-q25-linear-comb,physics-5,What role does water or the solvent play in the system's dynamics?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13
linear-comb,cross-encoder,moving-average,biology,26,eval-biology-q26-linear-comb,biology-6,"How are ""rates"" or ""speed"" of processes determined or regulated?",30,5.324548,6.817529,1.492981,4,3,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,biology-11|chemistry-1|biology-6|biology-28|biology-8
linear-comb,cross-encoder,moving-average,chemistry,26,eval-chemistry-q26-linear-comb,chemistry-12,"How are ""rates"" or ""speed"" of processes determined or regulated?",30,1.500000,1.886853,0.386853,not retrieved,not retrieved,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,chemistry-18|biology-11|chemistry-1|biology-6|chemistry-29
linear-comb,cross-encoder,moving-average,physics,26,eval-physics-q26-linear-comb,physics-11,"How are ""rates"" or ""speed"" of processes determined or regulated?",30,0.000000,0.000000,0.000000,not retrieved,not retrieved,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,chemistry-18|biology-11|chemistry-1|chemistry-12|biology-6
linear-comb,cross-encoder,moving-average,biology,27,eval-biology-q27-linear-comb,biology-6,How does the system adapt to changes in energy availability or demand?,30,2.448459,2.448459,0.000000,not retrieved,not retrieved,biology-41|biology-21|physics-32|biology-24|biology-14,biology-41|biology-21|physics-32|biology-14|biology-1
linear-comb,cross-encoder,moving-average,chemistry,27,eval-chemistry-q27-linear-comb,chemistry-5,How does the system adapt to changes in energy availability or demand?,30,0.000000,5.430677,5.430677,not retrieved,3,biology-41|biology-21|physics-32|biology-24|biology-14,biology-41|physics-32|chemistry-5|chemistry-4|biology-14
linear-comb,cross-encoder,moving-average,physics,27,eval-physics-q27-linear-comb,physics-3,How does the system adapt to changes in energy availability or demand?,30,0.500000,6.017783,5.517783,not retrieved,3,biology-41|biology-21|physics-32|biology-24|biology-14,biology-41|physics-32|physics-3|chemistry-4|physics-10
linear-comb,cross-encoder,moving-average,biology,28,eval-biology-q28-linear-comb,biology-1,What is the relationship between order and disorder in the system?,30,5.000000,6.696150,1.696150,3,2,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,chemistry-8|biology-1|chemistry-4|chemistry-19|biology-14
linear-comb,cross-encoder,moving-average,chemistry,28,eval-chemistry-q28-linear-comb,chemistry-4,What is the relationship between order and disorder in the system?,30,5.324548,6.817529,1.492981,4,3,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,chemistry-8|biology-1|chemistry-4|chemistry-19|chemistry-1
linear-comb,cross-encoder,moving-average,physics,28,eval-physics-q28-linear-comb,physics-2,What is the relationship between order and disorder in the system?,30,1.000000,1.886853,0.886853,not retrieved,not retrieved,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,physics-12|chemistry-8|physics-10|chemistry-4|physics-3
linear-comb,cross-encoder,moving-average,biology,29,eval-biology-q29-linear-comb,biology-2,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",30,0.000000,0.000000,0.000000,not retrieved,not retrieved,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,chemistry-2|chemistry-45|chemistry-9|chemistry-4|chemistry-6
linear-comb,cross-encoder,moving-average,chemistry,29,eval-chemistry-q29-linear-comb,chemistry-2,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",30,11.948459,11.948459,0.000000,1,1,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,chemistry-2|chemistry-45|chemistry-9|chemistry-4|chemistry-6
linear-comb,cross-encoder,moving-average,physics,29,eval-physics-q29-linear-comb,physics-3,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",30,0.000000,3.868528,3.868528,not retrieved,5,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,chemistry-2|chemistry-45|chemistry-4|chemistry-6|physics-3
linear-comb,cross-encoder,moving-average,biology,30,eval-biology-q30-linear-comb,biology-1,"How is the concept of ""time"" or ""evolution"" of the system treated?",30,0.000000,0.886853,0.886853,not retrieved,not retrieved,physics-23|physics-44|physics-2|physics-10|chemistry-36,physics-23|physics-10|biology-11|physics-11|biology-50
linear-comb,cross-encoder,moving-average,chemistry,30,eval-chemistry-q30-linear-comb,chemistry-1,"How is the concept of ""time"" or ""evolution"" of the system treated?",30,0.386853,4.368528,3.981675,not retrieved,5,physics-23|physics-44|physics-2|physics-10|chemistry-36,physics-23|physics-10|chemistry-36|physics-11|chemistry-1
linear-comb,cross-encoder,moving-average,physics,30,eval-physics-q30-linear-comb,physics-16,"How is the concept of ""time"" or ""evolution"" of the system treated?",30,2.561606,2.948459,0.386853,not retrieved,not retrieved,physics-23|physics-44|physics-2|physics-10|chemistry-36,physics-23|physics-44|physics-2|physics-10|physics-50
spherical-comb,cross-encoder,moving-average,biology,1,eval-biology-q01-spherical-comb,biology-1,How does the concept of entropy relate to the tendency of a system toward disorder or equilibrium?,30,0.000000,11.948459,11.948459,not retrieved,1,chemistry-8|physics-2|chemistry-19|physics-16|physics-10,biology-1|biology-8|biology-14|biology-5|biology-19
spherical-comb,cross-encoder,moving-average,chemistry,1,eval-chemistry-q01-spherical-comb,chemistry-4,How does the concept of entropy relate to the tendency of a system toward disorder or equilibrium?,30,1.500000,8.626827,7.126827,not retrieved,2,chemistry-8|physics-2|chemistry-19|physics-16|physics-10,chemistry-8|chemistry-4|chemistry-19|chemistry-1|chemistry-12
spherical-comb,cross-encoder,moving-average,physics,1,eval-physics-q01-spherical-comb,physics-2,How does the concept of entropy relate to the tendency of a system toward disorder or equilibrium?,30,7.126827,11.948459,4.821632,2,1,chemistry-8|physics-2|chemistry-19|physics-16|physics-10,physics-2|physics-10|physics-50|physics-1|physics-36
spherical-comb,cross-encoder,moving-average,biology,2,eval-biology-q02-spherical-comb,biology-1,What role does energy input or work play in maintaining a system away from thermodynamic equilibrium?,30,1.061606,8.626827,7.565221,not retrieved,2,physics-3|biology-14|physics-17|biology-5|chemistry-24,biology-14|biology-1|biology-8|biology-5|biology-11
spherical-comb,cross-encoder,moving-average,chemistry,2,eval-chemistry-q02-spherical-comb,chemistry-5,What role does energy input or work play in maintaining a system away from thermodynamic equilibrium?,30,0.386853,1.948459,1.561606,not retrieved,not retrieved,physics-3|biology-14|physics-17|biology-5|chemistry-24,biology-14|chemistry-12|chemistry-1|chemistry-16|chemistry-4
spherical-comb,cross-encoder,moving-average,physics,2,eval-physics-q02-spherical-comb,physics-3,What role does energy input or work play in maintaining a system away from thermodynamic equilibrium?,30,10.500000,11.948459,1.448459,1,1,physics-3|biology-14|physics-17|biology-5|chemistry-24,physics-3|physics-10|physics-28|physics-50|physics-1
spherical-comb,cross-encoder,moving-average,biology,3,eval-biology-q03-spherical-comb,biology-8,How is the distribution of energy among particles or molecules described in these texts?,30,0.000000,6.448459,6.448459,not retrieved,3,physics-7|chemistry-15|physics-49|physics-30|physics-50,physics-40|biology-14|biology-8|biology-32|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,3,eval-chemistry-q03-spherical-comb,chemistry-15,How is the distribution of energy among particles or molecules described in these texts?,30,6.309298,11.948459,5.639162,2,1,physics-7|chemistry-15|physics-49|physics-30|physics-50,chemistry-15|chemistry-19|chemistry-1|chemistry-9|chemistry-4
spherical-comb,cross-encoder,moving-average,physics,3,eval-physics-q03-spherical-comb,physics-1,How is the distribution of energy among particles or molecules described in these texts?,30,2.317529,11.948459,9.630930,not retrieved,1,physics-7|chemistry-15|physics-49|physics-30|physics-50,physics-1|physics-7|physics-49|physics-28|physics-50
spherical-comb,cross-encoder,moving-average,biology,4,eval-biology-q04-spherical-comb,biology-2,"What is the significance of gradients (concentration, electrochemical, or statistical) in driving processes within a system?",30,0.000000,7.626827,7.626827,not retrieved,2,chemistry-9|physics-27|chemistry-21|chemistry-30|physics-40,physics-40|biology-2|biology-25|biology-19|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,4,eval-chemistry-q04-spherical-comb,chemistry-2,"What is the significance of gradients (concentration, electrochemical, or statistical) in driving processes within a system?",30,1.930677,8.626827,6.696150,not retrieved,2,chemistry-9|physics-27|chemistry-21|chemistry-30|physics-40,chemistry-9|chemistry-2|chemistry-14|chemistry-45|chemistry-1
spherical-comb,cross-encoder,moving-average,physics,4,eval-physics-q04-spherical-comb,physics-1,"What is the significance of gradients (concentration, electrochemical, or statistical) in driving processes within a system?",30,1.017783,6.824548,5.806766,not retrieved,4,chemistry-9|physics-27|chemistry-21|chemistry-30|physics-40,physics-27|physics-10|physics-20|physics-1|physics-50
spherical-comb,cross-encoder,moving-average,biology,5,eval-biology-q05-spherical-comb,biology-11,How do energy barriers or potential wells influence the stability and transitions of a system?,30,0.000000,7.448459,7.448459,not retrieved,3,physics-29|physics-19|physics-6|physics-11|physics-9,biology-2|biology-33|biology-11|biology-14|biology-9
spherical-comb,cross-encoder,moving-average,chemistry,5,eval-chemistry-q05-spherical-comb,chemistry-3,How do energy barriers or potential wells influence the stability and transitions of a system?,30,0.000000,1.948459,1.948459,not retrieved,not retrieved,physics-29|physics-19|physics-6|physics-11|physics-9,physics-29|chemistry-18|chemistry-12|chemistry-11|chemistry-1
spherical-comb,cross-encoder,moving-average,physics,5,eval-physics-q05-spherical-comb,physics-6,How do energy barriers or potential wells influence the stability and transitions of a system?,30,7.448459,8.626827,1.178368,3,2,physics-29|physics-19|physics-6|physics-11|physics-9,physics-29|physics-6|physics-12|physics-9|physics-50
spherical-comb,cross-encoder,moving-average,biology,6,eval-biology-q06-spherical-comb,biology-7,What is the relationship between temperature and the motion of particles or molecules?,30,0.000000,1.517783,1.517783,not retrieved,not retrieved,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48,chemistry-1|biology-32|biology-6|physics-33|biology-39
spherical-comb,cross-encoder,moving-average,chemistry,6,eval-chemistry-q06-spherical-comb,chemistry-1,What is the relationship between temperature and the motion of particles or molecules?,30,7.017783,7.448459,0.430677,3,3,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48,chemistry-29|chemistry-15|chemistry-1|chemistry-48|chemistry-19
spherical-comb,cross-encoder,moving-average,physics,6,eval-physics-q06-spherical-comb,physics-1,What is the relationship between temperature and the motion of particles or molecules?,30,0.430677,6.824548,6.393872,not retrieved,4,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48,physics-49|physics-28|physics-44|physics-1|physics-13
spherical-comb,cross-encoder,moving-average,biology,7,eval-biology-q07-spherical-comb,biology-1,How does the system achieve or maintain a state of equilibrium?,30,2.561606,11.948459,9.386853,not retrieved,1,biology-14|biology-33|biology-50|biology-11|physics-23,biology-1|biology-14|biology-11|biology-32|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,7,eval-chemistry-q07-spherical-comb,chemistry-1,How does the system achieve or maintain a state of equilibrium?,30,0.000000,6.448459,6.448459,not retrieved,3,biology-14|biology-33|biology-50|biology-11|physics-23,biology-14|chemistry-2|chemistry-1|chemistry-12|chemistry-18
spherical-comb,cross-encoder,moving-average,physics,7,eval-physics-q07-spherical-comb,physics-1,How does the system achieve or maintain a state of equilibrium?,30,0.386853,6.824548,6.437695,not retrieved,4,biology-14|biology-33|biology-50|biology-11|physics-23,physics-50|physics-10|physics-7|physics-1|physics-28
spherical-comb,cross-encoder,moving-average,biology,8,eval-biology-q08-spherical-comb,biology-14,"How is the concept of ""free energy"" utilized to understand system stability or spontaneity?",30,6.309298,11.948459,5.639162,2,1,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-47,biology-14|biology-8|biology-1|biology-19|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,8,eval-chemistry-q08-spherical-comb,chemistry-1,"How is the concept of ""free energy"" utilized to understand system stability or spontaneity?",30,11.317529,11.317529,0.000000,1,1,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-47,chemistry-1|biology-14|chemistry-12|chemistry-4|chemistry-19
spherical-comb,cross-encoder,moving-average,physics,8,eval-physics-q08-spherical-comb,physics-7,"How is the concept of ""free energy"" utilized to understand system stability or spontaneity?",30,0.000000,2.317529,2.317529,not retrieved,not retrieved,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-47,physics-2|chemistry-4|physics-50|physics-10|physics-11
