combine_strategy,rerank_strategy,update_strategy,persona,question_number,username,expected_chunk_id,neutral_question,priming_question_count,baseline_score,post_priming_score,delta,baseline_expected_rank,post_priming_expected_rank,baseline_chunk_ids,post_priming_chunk_ids
linear-comb,cross-encoder,moving-average,basketball,3,eval-basketball-q03-linear-comb,basketball_rules_full-7,What is the penalty for a hand ball?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3
linear-comb,cross-encoder,moving-average,football,3,eval-football-q03-linear-comb,football_rules_full-20,What is the penalty for a hand ball?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3
linear-comb,cross-encoder,moving-average,hockey,3,eval-hockey-q03-linear-comb,hockey_rules_full-12,What is the penalty for a hand ball?,25,0.630930,1.017783,0.386853,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-3|hockey_rules_full-43
linear-comb,cross-encoder,moving-average,soccer,3,eval-soccer-q03-linear-comb,soccer_rules_full-27,What is the penalty for a hand ball?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3
linear-comb,cross-encoder,moving-average,basketball,4,eval-basketball-q04-linear-comb,basketball_rules_full-39,How does the draft work?,25,1.386853,1.386853,0.000000,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49
linear-comb,cross-encoder,moving-average,football,4,eval-football-q04-linear-comb,football_rules_full-13,How does the draft work?,25,0.000000,0.000000,0.000000,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49
linear-comb,cross-encoder,moving-average,hockey,4,eval-hockey-q04-linear-comb,hockey_rules_full-13,How does the draft work?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49
linear-comb,cross-encoder,moving-average,soccer,4,eval-soccer-q04-linear-comb,soccer_rules_full-37,How does the draft work?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49
linear-comb,cross-encoder,moving-average,basketball,5,eval-basketball-q05-linear-comb,basketball_rules_full-20,What are the rules for a substitution?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40
linear-comb,cross-encoder,moving-average,football,5,eval-football-q05-linear-comb,football_rules_full-11,What are the rules for a substitution?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40
linear-comb,cross-encoder,moving-average,hockey,5,eval-hockey-q05-linear-comb,hockey_rules_full-40,What are the rules for a substitution?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40
linear-comb,cross-encoder,moving-average,soccer,5,eval-soccer-q05-linear-comb,soccer_rules_full-42,What are the rules for a substitution?,25,1.386853,1.386853,0.000000,not retrieved,not retrieved,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40
linear-comb,cross-encoder,moving-average,basketball,6,eval-basketball-q06-linear-comb,basketball_rules_full-40,How do you execute a proper block?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,football,6,eval-football-q06-linear-comb,football_rules_full-15,How do you execute a proper block?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,hockey,6,eval-hockey-q06-linear-comb,hockey_rules_full-48,How do you execute a proper block?,25,1.386853,1.386853,0.000000,not retrieved,not retrieved,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,soccer,6,eval-soccer-q06-linear-comb,soccer_rules_full-33,How do you execute a proper block?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,basketball,7,eval-basketball-q07-linear-comb,basketball_rules_full-33,What is the penalty for a personal foul?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31
linear-comb,cross-encoder,moving-average,football,7,eval-football-q07-linear-comb,football_rules_full-33,What is the penalty for a personal foul?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31
linear-comb,cross-encoder,moving-average,hockey,7,eval-hockey-q07-linear-comb,hockey_rules_full-4,What is the penalty for a personal foul?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31
linear-comb,cross-encoder,moving-average,soccer,7,eval-soccer-q07-linear-comb,soccer_rules_full-48,What is the penalty for a personal foul?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31
linear-comb,cross-encoder,moving-average,basketball,8,eval-basketball-q08-linear-comb,basketball_rules_full-26,How long is a standard period of play?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-28
linear-comb,cross-encoder,moving-average,football,8,eval-football-q08-linear-comb,football_rules_full-48,How long is a standard period of play?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39
linear-comb,cross-encoder,moving-average,hockey,8,eval-hockey-q08-linear-comb,hockey_rules_full-32,How long is a standard period of play?,25,1.017783,1.017783,0.000000,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39
linear-comb,cross-encoder,moving-average,soccer,8,eval-soccer-q08-linear-comb,soccer_rules_full-5,How long is a standard period of play?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-28
linear-comb,cross-encoder,moving-average,basketball,9,eval-basketball-q09-linear-comb,basketball_rules_full-8,What is the role of the captain?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|hockey_rules_full-36
linear-comb,cross-encoder,moving-average,football,9,eval-football-q09-linear-comb,football_rules_full-40,What is the role of the captain?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|hockey_rules_full-36
linear-comb,cross-encoder,moving-average,hockey,9,eval-hockey-q09-linear-comb,hockey_rules_full-49,What is the role of the captain?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|hockey_rules_full-36
linear-comb,cross-encoder,moving-average,soccer,9,eval-soccer-q09-linear-comb,soccer_rules_full-8,What is the role of the captain?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|hockey_rules_full-36
linear-comb,cross-encoder,moving-average,basketball,10,eval-basketball-q10-linear-comb,basketball_rules_full-46,How do you define out of bounds?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27
linear-comb,cross-encoder,moving-average,football,10,eval-football-q10-linear-comb,football_rules_full-16,How do you define out of bounds?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27
linear-comb,cross-encoder,moving-average,hockey,10,eval-hockey-q10-linear-comb,hockey_rules_full-14,How do you define out of bounds?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27
linear-comb,cross-encoder,moving-average,soccer,10,eval-soccer-q10-linear-comb,soccer_rules_full-30,How do you define out of bounds?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27
linear-comb,cross-encoder,moving-average,basketball,11,eval-basketball-q11-linear-comb,basketball_rules_full-13,What is a technical violation?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-19
linear-comb,cross-encoder,moving-average,football,11,eval-football-q11-linear-comb,football_rules_full-47,What is a technical violation?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-19
linear-comb,cross-encoder,moving-average,hockey,11,eval-hockey-q11-linear-comb,hockey_rules_full-22,What is a technical violation?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-19
linear-comb,cross-encoder,moving-average,soccer,11,eval-soccer-q11-linear-comb,soccer_rules_full-12,What is a technical violation?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-19
linear-comb,cross-encoder,moving-average,basketball,12,eval-basketball-q12-linear-comb,basketball_rules_full-45,What are the requirements for a hat trick?,25,0.886853,0.886853,0.000000,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36
linear-comb,cross-encoder,moving-average,football,12,eval-football-q12-linear-comb,football_rules_full-36,What are the requirements for a hat trick?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36
linear-comb,cross-encoder,moving-average,hockey,12,eval-hockey-q12-linear-comb,hockey_rules_full-44,What are the requirements for a hat trick?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36
linear-comb,cross-encoder,moving-average,soccer,12,eval-soccer-q12-linear-comb,soccer_rules_full-18,What are the requirements for a hat trick?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36
linear-comb,cross-encoder,moving-average,basketball,13,eval-basketball-q13-linear-comb,basketball_rules_full-27,How does overtime work in the playoffs?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45
linear-comb,cross-encoder,moving-average,football,13,eval-football-q13-linear-comb,football_rules_full-45,How does overtime work in the playoffs?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45
linear-comb,cross-encoder,moving-average,hockey,13,eval-hockey-q13-linear-comb,hockey_rules_full-18,How does overtime work in the playoffs?,25,0.886853,0.886853,0.000000,not retrieved,not retrieved,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45
linear-comb,cross-encoder,moving-average,soccer,13,eval-soccer-q13-linear-comb,soccer_rules_full-28,How does overtime work in the playoffs?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45
linear-comb,cross-encoder,moving-average,basketball,14,eval-basketball-q14-linear-comb,basketball_rules_full-11,What are the dimensions of the field/court?,25,1.000000,1.386853,0.386853,not retrieved,not retrieved,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|basketball_rules_full-41
linear-comb,cross-encoder,moving-average,football,14,eval-football-q14-linear-comb,football_rules_full-1,What are the dimensions of the field/court?,25,1.017783,1.017783,0.000000,not retrieved,not retrieved,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45
linear-comb,cross-encoder,moving-average,hockey,14,eval-hockey-q14-linear-comb,hockey_rules_full-7,What are the dimensions of the field/court?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|basketball_rules_full-41
linear-comb,cross-encoder,moving-average,soccer,14,eval-soccer-q14-linear-comb,soccer_rules_full-22,What are the dimensions of the field/court?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45
linear-comb,cross-encoder,moving-average,basketball,15,eval-basketball-q15-linear-comb,basketball_rules_full-22,What is a defensive zone?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34
linear-comb,cross-encoder,moving-average,football,15,eval-football-q15-linear-comb,football_rules_full-27,What is a defensive zone?,25,0.886853,0.886853,0.000000,not retrieved,not retrieved,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34
linear-comb,cross-encoder,moving-average,hockey,15,eval-hockey-q15-linear-comb,hockey_rules_full-23,What is a defensive zone?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34
linear-comb,cross-encoder,moving-average,soccer,15,eval-soccer-q15-linear-comb,soccer_rules_full-34,What is a defensive zone?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34,hockey_rules_full-15|soccer_rules_full-15|football_rules_full-15|basketball_rules_full-15|football_rules_full-34
linear-comb,cross-encoder,moving-average,basketball,16,eval-basketball-q16-linear-comb,basketball_rules_full-14,How do you score a point from a distance?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1
linear-comb,cross-encoder,moving-average,football,16,eval-football-q16-linear-comb,football_rules_full-9,How do you score a point from a distance?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1
linear-comb,cross-encoder,moving-average,hockey,16,eval-hockey-q16-linear-comb,hockey_rules_full-19,How do you score a point from a distance?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1
linear-comb,cross-encoder,moving-average,soccer,16,eval-soccer-q16-linear-comb,soccer_rules_full-23,How do you score a point from a distance?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1,hockey_rules_full-16|basketball_rules_full-16|soccer_rules_full-16|football_rules_full-16|football_rules_full-1
linear-comb,cross-encoder,moving-average,basketball,17,eval-basketball-q17-linear-comb,basketball_rules_full-36,What is a turnover?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|noise-40,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|football_rules_full-27
linear-comb,cross-encoder,moving-average,football,17,eval-football-q17-linear-comb,football_rules_full-7,What is a turnover?,25,1.000000,1.386853,0.386853,not retrieved,not retrieved,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|noise-40,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|football_rules_full-27
linear-comb,cross-encoder,moving-average,hockey,17,eval-hockey-q17-linear-comb,hockey_rules_full-8,What is a turnover?,25,0.630930,1.017783,0.386853,not retrieved,not retrieved,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|noise-40,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|hockey_rules_full-47
linear-comb,cross-encoder,moving-average,soccer,17,eval-soccer-q17-linear-comb,soccer_rules_full-25,What is a turnover?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|noise-40,football_rules_full-17|hockey_rules_full-17|soccer_rules_full-17|basketball_rules_full-17|football_rules_full-27
linear-comb,cross-encoder,moving-average,basketball,18,eval-basketball-q18-linear-comb,basketball_rules_full-32,How do officials use video review?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18
linear-comb,cross-encoder,moving-average,football,18,eval-football-q18-linear-comb,football_rules_full-39,How do officials use video review?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18
linear-comb,cross-encoder,moving-average,hockey,18,eval-hockey-q18-linear-comb,hockey_rules_full-43,How do officials use video review?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18
linear-comb,cross-encoder,moving-average,soccer,18,eval-soccer-q18-linear-comb,soccer_rules_full-49,How do officials use video review?,25,0.886853,0.886853,0.000000,not retrieved,not retrieved,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18,hockey_rules_full-18|basketball_rules_full-18|soccer_rules_full-48|football_rules_full-18|soccer_rules_full-18
linear-comb,cross-encoder,moving-average,basketball,19,eval-basketball-q19-linear-comb,basketball_rules_full-25,What is the penalty for unsportsmanlike conduct?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|hockey_rules_full-28
linear-comb,cross-encoder,moving-average,football,19,eval-football-q19-linear-comb,football_rules_full-10,What is the penalty for unsportsmanlike conduct?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|football_rules_full-7
linear-comb,cross-encoder,moving-average,hockey,19,eval-hockey-q19-linear-comb,hockey_rules_full-6,What is the penalty for unsportsmanlike conduct?,25,1.386853,1.386853,0.000000,not retrieved,not retrieved,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|hockey_rules_full-28
linear-comb,cross-encoder,moving-average,soccer,19,eval-soccer-q19-linear-comb,soccer_rules_full-4,What is the penalty for unsportsmanlike conduct?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,hockey_rules_full-19|basketball_rules_full-19|football_rules_full-19|soccer_rules_full-19|football_rules_full-7
linear-comb,cross-encoder,moving-average,basketball,20,eval-basketball-q20-linear-comb,basketball_rules_full-34,How do you initiate a fast break?,25,1.130930,1.130930,0.000000,not retrieved,not retrieved,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20
linear-comb,cross-encoder,moving-average,football,20,eval-football-q20-linear-comb,football_rules_full-19,How do you initiate a fast break?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20
linear-comb,cross-encoder,moving-average,hockey,20,eval-hockey-q20-linear-comb,hockey_rules_full-35,How do you initiate a fast break?,25,0.386853,0.386853,0.000000,not retrieved,not retrieved,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20
